level,text_korean,text_english,source
1,멋있었어요.,It was cool.,Core Grammar Level 1 Lesson 17
1,어디 가고 싶어요?,Where do you want to go?,Core Grammar Level 1 Lesson 18
1,학교에 갔어요.,I went to school.,Core Grammar Level 1 Lesson 18
1,한국에 왔어요.,I came to Korea.,Core Grammar Level 1 Lesson 18
1,어디에 있어요?,Where are you?,Core Grammar Level 1 Lesson 18
1,한국에서 왔어요.,I came from Korea.,Core Grammar Level 1 Lesson 18
1,집에 있어요.,I am at home.,Core Grammar Level 1 Lesson 18
1,집에 가요.,I'm going home.,Core Grammar Level 1 Lesson 18
1,집에서 뭐 해요?,What are you doing at home?,Core Grammar Level 1 Lesson 18
1,언제 도착했어요?,When did you arrive?,Core Grammar Level 1 Lesson 19
1,아침에 언제 일어나요?,When do you get up in the morning?,Core Grammar Level 1 Lesson 19
1,언제가 좋아요?,When is good?,Core Grammar Level 1 Lesson 19
1,아까 왔어요.,I came earlier today.,Core Grammar Level 1 Lesson 19
1,스무 살이에요.,I am twenty years old.,Core Grammar Level 1 Lesson 20
1,몇 살이에요?,How old are you?,Core Grammar Level 1 Lesson 20
1,집에 안 가요.,I am not going home.,Core Grammar Level 1 Lesson 21
1,그거 안 버렸어요.,I did not throw it away.,Core Grammar Level 1 Lesson 21
1,그거 버리지 않았어요.,I did not throw it away.,Core Grammar Level 1 Lesson 21
1,어제 뭐 했어요?,What did you do yesterday?,Core Grammar Level 1 Lesson 22
1,어제 공부했어요.,I studied yesterday.,Core Grammar Level 1 Lesson 22
1,오늘은 운동했어요.,I exercised today.,Core Grammar Level 1 Lesson 22
1,오늘은 공부 안 했어요.,"No, as for today, I didn't study.",Core Grammar Level 1 Lesson 22
1,누구예요?,Who is it?,Core Grammar Level 1 Lesson 23
1,누가 전화했어요?,Who called?,Core Grammar Level 1 Lesson 23
1,어제 누가 왔어요?,Who came yesterday?,Core Grammar Level 1 Lesson 23
1,그거 누가 만들었어요?,Who made that?,Core Grammar Level 1 Lesson 23
1,어떻게 찾았어요?,How did you find it?,Core Grammar Level 1 Lesson 24
1,이거 어떻게 해요?,How do you do this?,Core Grammar Level 1 Lesson 24
1,왜 안 왔어요?,Why didn't you come?,Core Grammar Level 1 Lesson 24
1,이거 얼마예요?,How much is this?,Core Grammar Level 1 Lesson 24
1,아침부터 지금까지 공부했어요.,I studied from the morning until now.,Core Grammar Level 1 Lesson 25
2,지금 갈 거예요.,I'm going to go now.,Core Grammar Level 2 Lesson 1
2,뭐 할 거예요?,What are you going to do?,Core Grammar Level 2 Lesson 1
2,청바지 입을 거예요.,I'm going to wear jeans.,Core Grammar Level 2 Lesson 1
2,사과를 먹었어요.,I ate an apple.,Core Grammar Level 2 Lesson 2
2,책을 읽을 거예요?,Are you going to read a book?,Core Grammar Level 2 Lesson 2
2,그리고 밥을 먹었어요.,And I had a meal.,Core Grammar Level 2 Lesson 3
2,그래서 집에 있었어요.,So I stayed home.,Core Grammar Level 2 Lesson 3
2,빵하고 우유 주세요.,Please give me bread and milk.,Core Grammar Level 2 Lesson 4
2,누구랑 같이 영화 봤어요?,Who did you watch a movie together with?,Core Grammar Level 2 Lesson 4
2,토요일에 소풍을 갈 거예요.,I'm going on a picnic on Saturday.,Core Grammar Level 2 Lesson 5
2,월요일에 영화를 봤어요.,I watched a movie on Monday.,Core Grammar Level 2 Lesson 5
2,그렇지만 영화 보고 싶어요.,But I want to watch a movie.,Core Grammar Level 2 Lesson 6
2,그런데 좀 졸렸어요.,"By the way, I was a bit sleepy.",Core Grammar Level 2 Lesson 6
2,친구한테 선물을 줬어요.,I gave a present to a friend.,Core Grammar Level 2 Lesson 7
2,누구한테서 전화 왔어요?,Who did you get a call from?,Core Grammar Level 2 Lesson 7
2,내일 수업이 네 시 반에 끝나요.,My class ends at 4:30 tomorrow.,Core Grammar Level 2 Lesson 8
2,지금 몇 시예요?,What time is it now?,Core Grammar Level 2 Lesson 8
2,저는 매일 아침 아홉 시에 출근해요.,I go to work at 9 every morning.,Core Grammar Level 2 Lesson 8
2,지금 학생 두 명 있어요?,Are there two students now?,Core Grammar Level 2 Lesson 9
2,콜라 몇 병 살 거예요?,How many bottles of cola are you going to buy?,Core Grammar Level 2 Lesson 9
2,생각하고 있어요.,I am thinking.,Core Grammar Level 2 Lesson 10
2,밖에 비가 오고 있어요.,It is raining outside.,Core Grammar Level 2 Lesson 10
2,지금 뭐 하고 있어요?,What are you doing now?,Core Grammar Level 2 Lesson 10
2,제 이름은 스티븐이에요.,My name is Stephen.,Core Grammar Level 2 Lesson 11
2,저는 한국 사람이에요.,I'm Korean.,Core Grammar Level 2 Lesson 11
2,반갑습니다.,It is nice to meet you.,Core Grammar Level 2 Lesson 11
2,오늘 몇 월 며칠이에요?,What is today's date?,Core Grammar Level 2 Lesson 12
2,생일이 언제예요?,When is your birthday?,Core Grammar Level 2 Lesson 12
2,이것도 가져왔어요.,"I brought this, too.",Core Grammar Level 2 Lesson 13
2,오늘도 일해요?,Are you working today as well?,Core Grammar Level 2 Lesson 13
2,저는 영어를 가르치기도 해요.,I also teach English.,Core Grammar Level 2 Lesson 14
2,컴퓨터를 고치기도 해요.,I also fix computers.,Core Grammar Level 2 Lesson 14
2,이것만 살 거예요.,I will only buy this.,Core Grammar Level 2 Lesson 15
2,듣기만 했어요.,I only listened.,Core Grammar Level 2 Lesson 15
2,정말 빨라요.,It's really fast.,Core Grammar Level 2 Lesson 16
2,아주 맛있어요.,It's very delicious.,Core Grammar Level 2 Lesson 16
2,전혀 안 바빠요.,I am not busy at all.,Core Grammar Level 2 Lesson 16
2,볼 수 있어요.,I can see.,Core Grammar Level 2 Lesson 17
2,운전할 수 있어요?,Can you drive?,Core Grammar Level 2 Lesson 17
2,지금 못 만나요.,I can't meet you now.,Core Grammar Level 2 Lesson 17
2,저는 달리기를 잘해요.,I'm good at running.,Core Grammar Level 2 Lesson 18
2,매운 거 잘 먹어요?,Are you good at eating spicy food?,Core Grammar Level 2 Lesson 18
2,제 취미는 영화 보는 거예요.,My hobby is watching movies.,Core Grammar Level 2 Lesson 19
2,요즘 공부하는 거는 뭐예요?,What are you studying these days?,Core Grammar Level 2 Lesson 19
2,집에 가야 돼요.,I have to go home.,Core Grammar Level 2 Lesson 20
2,어디에서 사야 돼요?,Where should I buy it?,Core Grammar Level 2 Lesson 20
2,수박은 사과보다 더 커요.,Watermelons are bigger than apples.,Core Grammar Level 2 Lesson 21
2,영어는 한국어보다 어려워요.,English is more difficult than Korean.,Core Grammar Level 2 Lesson 21
2,한국어가 좋아요.,I like the Korean language.,Core Grammar Level 2 Lesson 22
2,저는 우유를 좋아해요.,I like milk.,Core Grammar Level 2 Lesson 22
2,슬퍼하지 마세요.,Please don't be sad.,Core Grammar Level 2 Lesson 22
2,"내일 비가 오면, 집에 있을 거예요.","If it rains tomorrow, I'll stay at home.",Core Grammar Level 2 Lesson 23
2,"지금 안 오면, 후회할 거예요.","If you don't come now, you'll regret it.",Core Grammar Level 2 Lesson 23
2,아직 안 했어요.,I have not done it yet.,Core Grammar Level 2 Lesson 24
2,벌써 세 시예요.,It is already three o'clock.,Core Grammar Level 2 Lesson 24
2,그 사람은 이미 학교를 졸업했어요.,He already graduated from school.,Core Grammar Level 2 Lesson 24
2,언젠가 미국에 가고 싶어요.,I want to go to the United States someday.,Core Grammar Level 2 Lesson 25
2,뭔가 이상해요.,Something is strange.,Core Grammar Level 2 Lesson 25
2,여기 어딘가에 있어요.,It's here somewhere.,Core Grammar Level 2 Lesson 25
2,내일 세 시에 오세요.,Please come at 3 o'clock tomorrow.,Core Grammar Level 2 Lesson 26
2,조심하세요!,Be careful!,Core Grammar Level 2 Lesson 26
2,저를 도와주세요.,Please help me.,Core Grammar Level 2 Lesson 27
2,도와줄 수 있어요?,Can you help me?,Core Grammar Level 2 Lesson 27
2,김밥 사 주세요.,Please buy me some gimbap.,Core Grammar Level 2 Lesson 27
2,왼쪽으로 가세요.,Please go left.,Core Grammar Level 2 Lesson 28
2,오늘 택시로 왔어요?,Did you come by taxi today?,Core Grammar Level 2 Lesson 28
2,준비 다 했어요.,I did all the preparation. / We're all ready.,Core Grammar Level 2 Lesson 29
2,뭐가 더 좋아요?,Which one is better?,Core Grammar Level 2 Lesson 29
2,만지지 마세요.,Don't touch it.,Core Grammar Level 2 Lesson 30
2,걱정하지 마세요.,Don't worry.,Core Grammar Level 2 Lesson 30
3,너무 커요.,It is too big.,Core Grammar Level 3 Lesson 1
3,이 피자 너무 맛있어요.,This pizza is really tasty.,Core Grammar Level 3 Lesson 1
3,너무 보고 싶어요.,I miss you so much.,Core Grammar Level 3 Lesson 1
3,이 책은 재미있고 싸요.,This book is interesting and cheap.,Core Grammar Level 3 Lesson 2
3,"어제 친구를 만나고, 영화를 봤어요.",I met a friend yesterday and then saw a movie.,Core Grammar Level 3 Lesson 2
3,"9월에는 한국에 가고, 10월에는 일본에 갈 거예요.","I will go to Korea in September, and I will go to Japan in October.",Core Grammar Level 3 Lesson 2
3,자동차 밑에 있어요.,It is under the car.,Core Grammar Level 3 Lesson 3
3,친구를 어디에서 만날 거예요?,Where are you going to meet your friends?,Core Grammar Level 3 Lesson 3
3,나무 밑에서 책을 읽고 있어요.,I am reading a book under the tree.,Core Grammar Level 3 Lesson 3
3,내일 비가 올까요?,Do you think it will rain tomorrow?,Core Grammar Level 3 Lesson 4
3,인생이란 무엇일까요?,What do you think life is?,Core Grammar Level 3 Lesson 4
3,누가 전화했을까요?,Who do you think called?,Core Grammar Level 3 Lesson 4
3,100명쯤 왔어요.,About 100 people came.,Core Grammar Level 3 Lesson 5
3,언제쯤 갈 거예요?,Approximately when are you going to go?,Core Grammar Level 3 Lesson 5
3,공부할게요.,I will study.,Core Grammar Level 3 Lesson 6
3,저도 갈 거예요.,"I will go, too.",Core Grammar Level 3 Lesson 6
3,비가 와서 못 가요.,"It is raining, so I cannot go.",Core Grammar Level 3 Lesson 7
3,만나서 반갑습니다.,It's nice to meet you.,Core Grammar Level 3 Lesson 7
3,케이크를 사서 친구한테 줄 거예요.,I am going to buy a cake and give it to a friend.,Core Grammar Level 3 Lesson 7
3,도쿄는 서울하고 비슷해요?,Is Tokyo similar to Seoul?,Core Grammar Level 3 Lesson 8
3,저 사람은 로봇 같아요.,That person is like a robot.,Core Grammar Level 3 Lesson 8
3,이 강아지는 고양이 같아요.,This puppy is like a cat.,Core Grammar Level 3 Lesson 8
3,눈이 오는 것 같아요.,I think it is snowing.,Core Grammar Level 3 Lesson 9
3,여기 비싼 것 같아요.,I think this place is expensive.,Core Grammar Level 3 Lesson 9
3,이 영화 재미있을 것 같아요.,I think this movie will be interesting.,Core Grammar Level 3 Lesson 9
3,여기 오기 전에 뭐 했어요?,What were you doing before you came here?,Core Grammar Level 3 Lesson 10
3,들어오기 전에 노크하세요.,Knock before you come in.,Core Grammar Level 3 Lesson 10
3,매워요.,It's spicy.,Core Grammar Level 3 Lesson 11
3,추워요.,It's cold.,Core Grammar Level 3 Lesson 11
3,아름다워요.,It's beautiful.,Core Grammar Level 3 Lesson 11
3,같이 가요!,Let's go together!,Core Grammar Level 3 Lesson 12
3,그래도요!,But still!,Core Grammar Level 3 Lesson 12
3,이 노래는 제가 좋아하는 노래예요.,This song is a song that I like.,Core Grammar Level 3 Lesson 14
3,자주 가는 카페 있어요?,Is there a cafe that you go to often?,Core Grammar Level 3 Lesson 14
3,요즘 좋아하는 가수는 누구예요?,Who is a singer that you like these days?,Core Grammar Level 3 Lesson 14
3,그러면 이거는 뭐예요?,"Then, what is THIS?",Core Grammar Level 3 Lesson 15
3,그럼 이거는 어때요?,Then how about this one?,Core Grammar Level 3 Lesson 15
3,슈퍼맨은 세계 평화를 위해서 일해요.,Superman works for world peace.,Core Grammar Level 3 Lesson 17
3,부모님을 위해서 돈을 모았어요.,I saved up money for my parents.,Core Grammar Level 3 Lesson 17
3,건강을 위해서 매일 운동하고 있어요.,I am exercising every day for my health.,Core Grammar Level 3 Lesson 17
3,콜라밖에 안 마셔요.,I only drink cola.,Core Grammar Level 3 Lesson 18
3,한국인 친구가 한 명밖에 없어요.,I only have one Korean friend.,Core Grammar Level 3 Lesson 18
3,왜 공부밖에 안 해요?,Why do you only study?,Core Grammar Level 3 Lesson 18
3,결정한 후에 연락 주세요.,Contact me after you decide.,Core Grammar Level 3 Lesson 19
3,이거 한 다음에 뭐 할 거예요?,"After doing this, what are you going to do?",Core Grammar Level 3 Lesson 19
3,"요즘에 바빠도, 운동은 하고 있어요.","Even though I am busy these days, I am still doing some exercise.",Core Grammar Level 3 Lesson 20
3,"택시를 타도, 시간이 오래 걸려요.",It takes a long time even if I take a taxi.,Core Grammar Level 3 Lesson 20
3,바빠도 한국에 갈 거예요.,"Even if I am busy, I will go to Korea.",Core Grammar Level 3 Lesson 20
3,아직 9시인데 벌써 졸려요.,"It's still 9 o'clock, but I'm already sleepy.",Core Grammar Level 3 Lesson 21
3,"이거 일본에서 샀는데, 선물이에요.","I bought this in Japan, and it is a present for you.",Core Grammar Level 3 Lesson 21
3,"저 지금 학생인데, 일도 하고 있어요.","I am a student now, but I am working, too.",Core Grammar Level 3 Lesson 21
3,제 친구가 알 수도 있어요.,My friend might know.,Core Grammar Level 3 Lesson 22
3,내일 다시 만날 수도 있어요.,We might meet again tomorrow.,Core Grammar Level 3 Lesson 22
3,이거 가짜일 수도 있어요.,This might be fake.,Core Grammar Level 3 Lesson 22
3,뭐 골랐어요?,What did you choose?,Core Grammar Level 3 Lesson 24
3,토끼를 5년 동안 길렀어요.,I raised a rabbit for five years.,Core Grammar Level 3 Lesson 24
3,잘 어울리네요.,"Oh, it suits you well!",Core Grammar Level 3 Lesson 25
3,아무도 안 왔네요.,"Oh, nobody is here yet.",Core Grammar Level 3 Lesson 25
3,벌써 11월이네요.,"Wow, it's already November!",Core Grammar Level 3 Lesson 25
3,어디에서 들었어요?,Where did you hear that?,Core Grammar Level 3 Lesson 26
3,"많이 걸었는데, 안 피곤해요.","I walked a lot, but I am not tired.",Core Grammar Level 3 Lesson 26
3,그 이야기를 믿어요?,Do you believe that story?,Core Grammar Level 3 Lesson 26
3,이거 뭐야?,What is this?,Core Grammar Level 3 Lesson 27
3,내일 일할 거야.,I am going to work tomorrow.,Core Grammar Level 3 Lesson 27
3,어제 친구 만났어.,I met a friend yesterday.,Core Grammar Level 3 Lesson 27
3,같이 가자.,Let's go together.,Core Grammar Level 3 Lesson 28
3,조금만 더 기다리자.,Let's wait just a little bit longer.,Core Grammar Level 3 Lesson 28
3,이 집을 누가 지었어요?,Who built this house?,Core Grammar Level 3 Lesson 29
3,감기 다 나았어요?,Did you recover completely from the cold?,Core Grammar Level 3 Lesson 29
3,신발을 벗어 주세요.,Please take your shoes off.,Core Grammar Level 3 Lesson 29
4,맛있을수록 잘 팔려요.,"The more delicious it is, the better it sells.",Core Grammar Level 4 Lesson 1
4,바쁠수록 건강이 중요해요.,"The busier you are, the more important your health is.",Core Grammar Level 4 Lesson 1
4,집에 갈래요.,I want to go home. / I am going to go home.,Core Grammar Level 4 Lesson 2
4,뭐 마실래요?,What do you want to drink?,Core Grammar Level 4 Lesson 2
4,그럴 리가 없어요!,No way! / Impossible!,Core Grammar Level 4 Lesson 3
4,내일 눈이 올 리가 없어요.,It is impossible that it will snow tomorrow.,Core Grammar Level 4 Lesson 3
4,오늘 날씨 춥지요?,"The weather is cold today, right?",Core Grammar Level 4 Lesson 4
4,당신 지금 어디예요?,"Honey, where are you now?",Core Grammar Level 4 Lesson 5
4,너 어디야?,Where are you?,Core Grammar Level 4 Lesson 5
4,이 동작을 따라 하세요.,Follow me and do this move.,Core Grammar Level 4 Lesson 6
4,이 영화 진짜 괜찮아요.,This movie is really good.,Core Grammar Level 4 Lesson 7
4,컴퓨터 켜도 돼요.,You can turn the computer on.,Core Grammar Level 4 Lesson 8
4,안 마셔도 돼요.,You don't have to drink.,Core Grammar Level 4 Lesson 8
4,만지면 안 돼요.,You should not touch it.,Core Grammar Level 4 Lesson 9
4,지금 말하면 안 돼요?,Am I not supposed to talk now?,Core Grammar Level 4 Lesson 9
4,이 중에서 고르세요.,Please choose among these.,Core Grammar Level 4 Lesson 10
4,사과하고 바나나 중에서 뭐가 좋아요?,"Between apples and bananas, which one do you like?",Core Grammar Level 4 Lesson 10
4,아무거나 주세요.,Just give me anything.,Core Grammar Level 4 Lesson 11
4,아무것도 안 샀어요.,I didn't buy anything.,Core Grammar Level 4 Lesson 11
4,들어가 볼까요?,Shall we try going in?,Core Grammar Level 4 Lesson 12
4,제가 먼저 해 볼게요.,I will try doing it first.,Core Grammar Level 4 Lesson 12
4,저한테 불만 있어요?,Do you have a complaint about me?,Core Grammar Level 4 Lesson 13
4,가끔 서점에 가요.,I sometimes go to the bookstore.,Core Grammar Level 4 Lesson 14
4,요즘에는 운동을 별로 안 해요.,"These days, I rarely work out.",Core Grammar Level 4 Lesson 14
4,아무 말도 하지 마세요.,Please do not say a word.,Core Grammar Level 4 Lesson 15
4,아무것도 아니에요.,It's nothing.,Core Grammar Level 4 Lesson 15
4,이거 샀어요.,I bought this.,Core Grammar Level 4 Lesson 16
4,난 여기 있을게.,I’ll stay here.,Core Grammar Level 4 Lesson 17
4,저게 더 예뻐요.,That one is prettier.,Core Grammar Level 4 Lesson 17
4,이게 제일 좋아요.,This is the best one.,Core Grammar Level 4 Lesson 18
4,어떤 색깔이 가장 좋아요?,Which color is your favorite?,Core Grammar Level 4 Lesson 18
4,오늘은 어제보다 덜 추워요.,Today is less cold than yesterday.,Core Grammar Level 4 Lesson 19
4,다 왔어요?,Are we there yet?,Core Grammar Level 4 Lesson 19
4,"내일 시간이 있으면, 같이 커피 마실래요?","If you have time tomorrow, will you drink coffee together?",Core Grammar Level 4 Lesson 20
4,돈 좀 빌려줄 수 있어요?,Can you lend me some money?,Core Grammar Level 4 Lesson 21
4,예식장이 어디예요?,Where is the wedding hall?,Core Grammar Level 4 Lesson 22
4,이러면 안 돼요.,You shouldn't do it like this.,Core Grammar Level 4 Lesson 23
4,이제 어쩔 거예요?,Now what?,Core Grammar Level 4 Lesson 23
4,이게 훨씬 더 좋아요.,This is much better.,Core Grammar Level 4 Lesson 24
4,한국어가 일본어보다 훨씬 더 쉬워요.,Korean is much easier than Japanese.,Core Grammar Level 4 Lesson 24
4,내일 할 일이 많아요.,I have a lot of work to do tomorrow.,Core Grammar Level 4 Lesson 25
4,이거 누가 먹을 거예요?,Who will eat this?,Core Grammar Level 4 Lesson 25
4,새로 이사 간 집은 어때요?,How is your new house that you moved to?,Core Grammar Level 4 Lesson 26
4,제가 본 책이에요.,It's a book that I read.,Core Grammar Level 4 Lesson 26
4,학생 같아요.,You look like a student.,Core Grammar Level 4 Lesson 27
4,곧 도착할 것 같아요.,I think I will arrive soon.,Core Grammar Level 4 Lesson 27
4,날씨가 따뜻해졌어요.,The weather has become warm.,Core Grammar Level 4 Lesson 28
4,알게 됐어요.,I became aware of it.,Core Grammar Level 4 Lesson 29
4,어떻게 여기에 오게 됐어요?,How did you get to come here?,Core Grammar Level 4 Lesson 29
4,지금 카페에서 어제 산 책을 읽고 있어요.,"Right now I am in a cafe, reading a book that I bought yesterday.",Core Grammar Level 4 Lesson 30
5,죽을 뻔했어요.,I almost died.,Core Grammar Level 5 Lesson 1
5,무거워서 떨어뜨릴 뻔했어요.,"It was heavy, so I almost dropped it.",Core Grammar Level 5 Lesson 1
5,선생님께서 말씀하셨어요.,My teacher said it.,Core Grammar Level 5 Lesson 2
5,할아버지가 오셨어요.,My grandfather came.,Core Grammar Level 5 Lesson 2
5,수고하셨습니다.,Thank you for the great job you did.,Core Grammar Level 5 Lesson 3
5,또 비가 오나 봐요.,I guess it is raining again.,Core Grammar Level 5 Lesson 4
5,안에 사람이 있나 봐요.,I guess there is someone inside.,Core Grammar Level 5 Lesson 4
5,요즘 바쁜가 봐요.,I guess you are busy these days.,Core Grammar Level 5 Lesson 5
5,옷이 작은가 봐요.,I guess the clothes are small.,Core Grammar Level 5 Lesson 5
5,논문 제출했어요?,Have you submitted your thesis?,Core Grammar Level 5 Lesson 6
5,보자마자 마음에 들었어요.,I liked it as soon as I saw it.,Core Grammar Level 5 Lesson 7
5,졸업하자마자 일을 시작할 거예요.,I will start working as soon as I graduate.,Core Grammar Level 5 Lesson 7
5,비가 오려고 해요.,It looks like it is going to rain.,Core Grammar Level 5 Lesson 8
5,아이스크림이 녹으려고 해요.,The ice cream is about to melt.,Core Grammar Level 5 Lesson 8
5,집에 가다가 친구를 만났어요.,"On my way home, I met a friend.",Core Grammar Level 5 Lesson 9
5,뭐 하다가 왔어요?,What were you doing before coming here?,Core Grammar Level 5 Lesson 9
5,한국 사람이라고 했어요.,They said that he/she was a Korean person.,Core Grammar Level 5 Lesson 10
5,뭐라고 말했어요?,What did you say?,Core Grammar Level 5 Lesson 10
5,이 중에서 아무거나 골라도 돼요?,"Among these, can I pick just any?",Core Grammar Level 5 Lesson 11
5,날씨가 더워서 사람들이 별로 안 온 것 같아요.,I think not many people came because the weather is hot.,Core Grammar Level 5 Lesson 11
5,내일 선현우라는 사람이 올 거예요.,A person named Hyunwoo Sun is coming tomorrow.,Core Grammar Level 5 Lesson 12
5,한국어 회화를 배우고 있어요.,I am learning conversational Korean.,Core Grammar Level 5 Lesson 13
5,더우니까 에어컨 켤까요?,"It is hot, so shall we turn on the air conditioner?",Core Grammar Level 5 Lesson 14
5,"지금 비 오니까, 집에 갈래요.","Since it's raining now, I'm going to go home.",Core Grammar Level 5 Lesson 14
5,과자라도 먹을래요?,Would you like a snack (at least)?,Core Grammar Level 5 Lesson 15
5,저는 언제라도 갈 수 있어요.,I can go anytime.,Core Grammar Level 5 Lesson 15
5,저기 기차 지나간다.,There goes a train.,Core Grammar Level 5 Lesson 16
5,경은은 오늘도 아침 8시에 일어난다.,Kyeong-eun gets up at 8 a.m. as usual.,Core Grammar Level 5 Lesson 16
5,그 사람은 내일 온다고 해요.,He says that he will come tomorrow.,Core Grammar Level 5 Lesson 17
5,한국은 겨울에 정말 춥다고 들었어요.,I heard that it is very cold during winter in Korea.,Core Grammar Level 5 Lesson 17
5,이거 뭔지 알아요?,Do you know what this is?,Core Grammar Level 5 Lesson 18
5,뭐가 좋은지 몰라요.,I don't know which one is good.,Core Grammar Level 5 Lesson 18
5,누가 가라고 했어요?,Who told you to go?,Core Grammar Level 5 Lesson 19
5,그거 비밀이니까 아직 아무한테도 말하지 마세요.,"It is a secret, so do not tell anyone yet.",Core Grammar Level 5 Lesson 20
5,뭘 살 거예요?,What are you going to buy?,Core Grammar Level 5 Lesson 21
5,이걸 살게요.,I will buy this.,Core Grammar Level 5 Lesson 21
5,어제 과식한 것 같아요.,I think I ate too much yesterday.,Core Grammar Level 5 Lesson 22
5,지금 시작하려나 봐요.,It looks like they are going to start now.,Core Grammar Level 5 Lesson 23
5,가족하고 여행을 가려나 봐요.,It looks like she is planning to go on a trip with her family.,Core Grammar Level 5 Lesson 23
5,우유 말고 커피 주세요.,"Give me coffee, not milk.",Core Grammar Level 5 Lesson 24
5,늦지 말고 일찍 오세요.,"Don't be late, and come early.",Core Grammar Level 5 Lesson 24
5,밥을 빨리 먹는 편이에요.,I tend to eat fast.,Core Grammar Level 5 Lesson 25
5,여기는 다른 곳에 비해서 조용한 편이에요.,This place is relatively quiet compared to other places.,Core Grammar Level 5 Lesson 25
5,컴퓨터 대신에 카메라를 샀어요.,I bought a camera instead of a computer.,Core Grammar Level 5 Lesson 26
5,어제 말했잖아요.,I told you yesterday!,Core Grammar Level 5 Lesson 27
5,오늘 일요일이잖아요.,"It's Sunday today, remember?",Core Grammar Level 5 Lesson 27
5,그럴 수밖에 없어요.,That can't be helped.,Core Grammar Level 5 Lesson 28
5,오늘 비가 올 거라고 했어요.,They said it would rain today.,Core Grammar Level 5 Lesson 29
5,그 영화 봤다고 했어요?,Did you say you saw that movie?,Core Grammar Level 5 Lesson 29
5,"벌써 10시니까, 오늘 가지 말고 내일 가요.","It is already 10 o'clock, so do not go today and go tomorrow.",Core Grammar Level 5 Lesson 30
6,생일 선물로 카메라 어때요?,How about a camera for a birthday gift?,Core Grammar Level 6 Lesson 1
6,다시 하는 거 어때요?,How about doing it again?,Core Grammar Level 6 Lesson 1
6,유학 가는 거 어떻게 생각해요?,What do you think about studying abroad?,Core Grammar Level 6 Lesson 2
6,이 책에 대해서 어떻게 생각해요?,What do you think about this book?,Core Grammar Level 6 Lesson 2
6,이 길이 가장 빠른 길 중 하나예요.,This road is one of the fastest routes.,Core Grammar Level 6 Lesson 3
6,이 영화가 한국에서 가장 인기 있는 영화 중 하나예요.,This movie is one of the most popular movies in Korea.,Core Grammar Level 6 Lesson 3
6,옆에 앉아도 돼요?,Do you mind if I sit next to you?,Core Grammar Level 6 Lesson 4
